text,intent
I keep checking my statements but nothing shows up.I requested a refund a long time ago but seems like it's not submitting my account for some reason. Can you please help me get the money back from the seller for me,refund_not_showing_up
I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,refund_not_showing_up
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,refund_not_showing_up
Can you tell me why a refund I'm owed is not showing on my statement?,refund_not_showing_up
When will my refund come through,refund_not_showing_up
Where is my refund? it appears to be missing.,refund_not_showing_up
The refund I asked for isn't showing up,refund_not_showing_up
I returned something to a  store but can't see my refund.,refund_not_showing_up
My refund is not showing up in my account. Where is it?,refund_not_showing_up
Why isn't my refund showing up in my statement?,refund_not_showing_up
A refund is taking too long.,refund_not_showing_up
I'm supposed to have a refund but it isn't there,refund_not_showing_up
Why did I not get my refund yet?,refund_not_showing_up
When do I see my recent refund in my statement,refund_not_showing_up
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",refund_not_showing_up
I need to cancel a purchase that I made the other day.,request_refund
I would like to receive a refund for something I bought.,request_refund
I want a refund for an item,request_refund
Is it possible to get a refund?,request_refund
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,request_refund
Am I able to return an item for a refund?,request_refund
I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,request_refund
"If I bought something I didn't like, can I get a refund?",request_refund
I bought something that I need a refund for.,request_refund
Please tell me how to get a refund for something I bought.,request_refund
I would like to cancel my previous purchase.,request_refund
How do I return something for a full refund?,request_refund
How do I begin the process of a refund?,request_refund
Hello I changed my mind and really need a refund on something I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,request_refund
What is the refund procedure?,request_refund
What do I need to do for a refund?,request_refund
Can you please help me in canceling my order.,request_refund
I ordered something online a while ago and I haven't gotten it. I would like a refund.,request_refund
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",request_refund
How do I get my refund back?,request_refund
"I'd like to get a refund for something I bought, is that possible?",request_refund
I would like to cancel a purchase.,request_refund
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,request_refund
Can I get a refund on an item?,request_refund
Can I have a refund for one of your products?,request_refund
Do you have a return policy?,request_refund
Can I get an item refunded?,request_refund
Can I receive a refund for an item I purchased?,request_refund
Can I return an item?,request_refund
My product hasn't arrived even though I ordered it a while ago. I want a refund!,request_refund
I need to cancel a payment. Something i purchased a while ago still has not arrived and i'm not going to pay them if they won't send me what I purchased.,request_refund
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,request_refund
"I am not sure how this will work, but I have not received a product I ordered.  I want a refund, but should I just cancel the payment?",request_refund
"I bought a product a week ago, but may need to return it.",request_refund
How long does it take to get a refund on something I bought?,request_refund
Can i cancel this purchase?,request_refund
I need my purchase cancelled.,request_refund
It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people.,request_refund
